1336,1
1484,1
1485,1
1489,1
1550,1
1656,1
4507,2
4724,1
6543,1
6561,1
6881,1
8070,2
8980,2
8985,1
9138,1
9352,1
9353,1
9398,1
9399,1
9400,2
9403,2
9404,2
9405,1
9406,1
9438,3
9451,1
10302,1
10920,1
10921,1
10922,1
10926,1
10927,1
10928,1
11932,1
12070,1
12074,2
12075,2
12076,3
12077,4
12078,2
12079,4
12080,2
12081,3
12082,4
12083,3
12084,1
12622,1
12940,1
12942,8
12946,1
12963,1
12985,1
13028,3
13046,2
13047,2
13048,2
13053,1
13066,4
13068,2
13069,3
13070,1
13071,3
13072,3
13073,2
13074,2
13075,1
13093,1
13097,1
13108,1
13544,1
13714,1
14448,1
15406,1
15453,1
15455,1
15632,1
15633,1
15745,1
15940,1
15941,3
15942,2
15943,2
16117,2
16151,1
16477,1
16478,2
16585,1
16723,1
16809,1
16830,1
16835,2
16840,2
16841,5
16910,1
17448,1
17454,1
17455,2
17456,2
17457,2
17458,1
17460,2
18495,1
18496,1
18497,1
18501,1
18577,1
18932,2
20198,1
20241,1
20244,3
20245,1
20485,1
20833,1
20959,1
21615,1
21640,1
21777,1
21781,1
22382,2
22383,1
22419,2
22540,1
24016,2
25205,3
25221,2
25226,2
25236,1
25305,3
25466,1
25540,1
25815,1
25816,2
25818,4
26360,1
26629,1
26871,1
27914,3
28189,1
29135,1
29232,3
29233,1
29234,3
29238,1
29239,1
29275,4
29704,2
29710,2
30034,1
30046,1
30259,2
30272,1
30831,1
30839,1
30857,1
30862,2
31037,2
31370,3
31375,5
31379,2
31773,1
31799,2
32263,4
32285,2
32594,1
32668,1
32669,2
32670,1
32671,2
32673,1
32674,2
32676,2
33114,1
33621,1
34413,13
34415,1
34416,7
34417,20
34419,3
34420,3
34484,1
34915,1
35010,1
35011,2
35024,3
35028,1
35029,1
35038,1
35164,1
35167,1
35507,4
35551,1
35552,2
35554,3
35730,1
35771,1
36208,1
37261,1
37792,1
38032,3
38260,2
38266,2
38384,1
38443,3
38445,1
38446,1
38448,1
38449,2
38450,1
38456,1
38609,1
38808,4
38809,6
38810,9
38811,1
38854,1
38900,1
39226,8
39384,1
39569,2
40473,1
41114,1
42574,1
43028,11
43029,8
43030,1
43034,4
43035,5
43038,1
43039,3
43040,2
43041,6
43065,1
43144,1
43146,1
43149,4
43151,1
43157,2
43159,2
43162,1
43166,1
43243,1
43266,1
43291,4
43292,1
43294,1
43301,1
43302,1
43303,2
43306,1
43368,1
43407,1
43431,1
43432,1
43433,2
43434,3
43436,3
43437,2
43441,1
43444,1
43682,1
44043,1
44960,1
45305,1
45428,1
45434,1
45721,1
45722,1
45811,2
45814,1
45883,1
45931,1
46060,1
46061,4
46062,4
46063,5
46064,5
46065,2
46066,2
46067,3
46068,4
46241,1
46346,1
46538,1
46539,1
46714,1
46794,1
46796,1
46818,2
47119,1
47120,1
47126,2
47128,1
47211,1
47408,1
47492,7
47494,4
47495,3
47496,6
47497,1
47499,3
47500,3
47503,1
47505,1
47545,1
47554,1
47601,1
48133,1
48167,1
48290,1
48340,1
48357,1
48469,1
48481,1
48510,2
49161,1
49209,1
49338,1
49453,1
49481,1
49488,2
49904,1
50489,1
50687,1
51104,1
51216,2
51527,1
51858,1
51865,1
52363,1
52622,1
52653,2
52993,1
53115,3
53161,1
53526,2
53787,1
54014,1
55099,1
56377,1
56827,1
56829,4
56901,2
56902,4
56903,3
56904,4
56905,4
56906,2
56907,2
56958,1
57660,3
58010,1
58026,1
58250,1
58297,1
58307,1
58350,1
58572,1
59015,1
59055,1
59214,1
59413,1
59493,1
59621,1
59710,2
60343,1
61497,1
61677,2
62806,1
62807,1
62821,1
63166,2
63168,2
63169,1
63171,2
63219,2
63235,2
63236,1
63245,1
63253,1
63255,4
63615,1
63743,3
63746,1
63755,4
63756,5
63757,5
63758,6
63759,4
63760,5
63761,5
63768,1
63769,1
63771,1
63772,1
63775,2
63776,1
63778,1
63779,1
63782,1
63783,1
63785,1
64014,1
64015,1
64016,1
64017,1
64018,1
64019,2
64020,2
64021,1
64577,2
64828,3
64843,2
64854,2
64855,1
64878,2
64898,1
64903,1
64911,3
64912,1
64966,1
65317,1
65873,3
65877,3
65878,2
65881,3
65883,2
65884,2
66658,1
66659,1
66663,1
66783,1
67097,1
67105,7
67106,1
67107,3
67109,5
67110,4
67261,1
67304,2
67369,1
67443,6
67445,4
67448,12
67449,8
67450,6
67451,5
67453,9
67454,11
67455,10
67456,7
67457,4
67692,2
67699,1
69086,8
69089,10
69091,2
69932,1
70075,1
70449,1
70451,2
70458,1
70475,1
70531,2
70532,2
70537,4
70540,1
70541,2
70542,1
70543,3
70545,2
70547,2
70550,2
73042,2
73161,1
73163,1
73164,5
73166,4
73231,2
73373,5
73375,6
73473,1
74197,1
74305,1
74405,1
74517,1
74856,6
75169,1
75171,3
75172,2
75369,1
75821,3
75822,2
75823,25
76004,1
76979,1
78220,3
78275,1
78532,1
78535,3
78536,1
78539,2
78543,3
78544,2
78618,2
78619,3
78960,1
79395,2
79454,1
79519,2
79748,1
80102,1
80302,1
80393,2
80429,1
80434,1
80448,1
80520,1
80606,1
80737,1
81054,1
81085,1
81093,1
81198,1
81360,1
81900,1
81907,1
82135,4
82147,4
82167,4
82168,3
82169,4
82170,2
82171,2
82172,2
83155,1
83622,1
83775,1
84641,1
84676,1
84678,2
84895,1
85211,2
85946,1
86106,1
86107,1
86144,1
86145,4
86146,2
86149,1
86150,3
86151,1
86152,5
86158,2
86159,1
86160,2
86161,1
86162,1
86164,1
86165,4
86166,2
86167,2
86169,3
86170,4
86221,1
86272,2
86273,1
86277,1
86284,1
